iter	Logloss
274	0.2556259621
275	0.2555090235
276	0.2552977409
277	0.2552086606
278	0.2551250762
279	0.2548079583
280	0.2547152577
281	0.2545891771
282	0.2545349074
283	0.2543865377
284	0.2541630865
285	0.2540101991
286	0.2539779831
287	0.2538657909
288	0.2537303046
289	0.2535979917
290	0.2535215253
291	0.25334102
292	0.2532495335
293	0.252985569
294	0.2528586435
295	0.2526710125
296	0.2524731589
297	0.2524121176
298	0.2523907602
299	0.2521355318
300	0.2519877676
301	0.2516787146
302	0.2514926475
303	0.2514247799
304	0.2513981523
305	0.2513523892
306	0.2513297916
307	0.2512521353
308	0.2511320603
309	0.2510131416
310	0.2509645352
311	0.250884151
312	0.2506046409
313	0.2505467617
314	0.2504633444
315	0.2503392398
316	0.2501547819
317	0.2499540843
318	0.2498008195
319	0.2496867528
320	0.2495784768
321	0.2494156499
322	0.2492724347
323	0.2488745338
324	0.2487317417
325	0.2485779424
326	0.248519923
327	0.2483989248
328	0.2482895582
329	0.2482570245
330	0.248012896
331	0.2478579196
332	0.2477280676
333	0.2475668604
334	0.2475663137
335	0.2475138788
336	0.2475026826
337	0.2474240429
338	0.2472918663
339	0.2470994229
340	0.2470068438
341	0.2469315824
342	0.246770062
343	0.2466067078
344	0.2464987037
345	0.2464404524
346	0.24633283
347	0.246219438
348	0.2460979543
349	0.2460560979
350	0.2459934699
351	0.2458345024
352	0.2457076086
353	0.2455782663
354	0.2454658751
355	0.2453374323
356	0.2451675047
357	0.2450188633
358	0.2449067939
359	0.2447253104
360	0.2446580984
361	0.2446430218
362	0.2445278524
363	0.2445050173
364	0.2444027473
365	0.2443333285
366	0.2442272321
367	0.2440938947
368	0.2440867929
369	0.2440558082
370	0.2439624468
371	0.2438376052
372	0.2437788729
373	0.2436950587
374	0.2436421068
375	0.2436344002
376	0.2434835523
377	0.2433787737
378	0.2432604824
379	0.2431671451
380	0.2430167814
381	0.2428883189
382	0.2427814324
383	0.2427087901
384	0.2425174481
385	0.2423961908
386	0.2423875995
387	0.242290111
388	0.2421330041
389	0.2419709411
390	0.2419688161
391	0.241837249
392	0.2417349929
393	0.2415968685
394	0.2415092274
395	0.2413856429
396	0.2412883601
397	0.2411574391
398	0.2411044013
399	0.2410626106
400	0.2410620585
401	0.2409275549
402	0.2408368529
403	0.2407517384
404	0.2406858743
405	0.2406830116
406	0.240599426
407	0.2405441319
408	0.2403528778
409	0.2402634869
410	0.2401438951
411	0.2401371462
412	0.2400217192
413	0.2399327816
414	0.2398786979
415	0.2397857346
416	0.2397558407
417	0.2397360849
418	0.239683209
419	0.2396315583
420	0.2395837327
421	0.2395426632
422	0.2394989494
423	0.2393275533
424	0.239178121
425	0.239135328
426	0.2390483679
427	0.2389569893
428	0.2389273362
429	0.2388760118
430	0.2387762423
431	0.2386980674
432	0.2386586001
433	0.2385436413
434	0.2384794422
435	0.2383045287
436	0.2380683199
437	0.2379116359
438	0.2378687692
439	0.2377683599
440	0.2377491215
441	0.2375784344
442	0.2375353681
443	0.2374241835
444	0.2373441382
445	0.2372819089
446	0.2372630189
447	0.2371973481
448	0.2371360775
449	0.2370862105
450	0.2370056776
451	0.2369609536
452	0.2368036717
453	0.2367314063
454	0.2366345608
455	0.2365693722
456	0.23648128
457	0.2363940108
458	0.2363468948
459	0.2361990933
460	0.236000444
461	0.2359564855
462	0.2358523921
463	0.2358040265
464	0.2356471841
465	0.2355862376
466	0.2354384698
467	0.2354058239
468	0.2353642775
469	0.2352712291
470	0.2352064499
471	0.2351318644
472	0.2350067789
473	0.2349434334
474	0.2346645367
475	0.2346377153
476	0.2345867283
477	0.234496066
478	0.2344697789
479	0.2343462902
480	0.2342734428
481	0.2341564264
482	0.2341321496
483	0.2340894346
484	0.2340676132
485	0.2339410351
486	0.2338963653
487	0.2338460264
488	0.2337587716
489	0.2335535327
490	0.2334565191
491	0.2334154132
492	0.2333450306
493	0.2332419224
494	0.2331337034
495	0.2329125315
496	0.232848616
497	0.2327637612
498	0.2327594703
499	0.2327470423
500	0.2326572464
501	0.2326262606
502	0.2325748538
503	0.2324885991
504	0.2324080036
505	0.23229885
506	0.2322304752
507	0.2321507427
508	0.2320785319
509	0.2319903982
510	0.2318516407
511	0.2318213483
512	0.2317693749
513	0.2316725833
514	0.2315433167
515	0.2314380861
516	0.2313533158
517	0.2313142651
518	0.2312640051
519	0.2312291955
520	0.2312072623
521	0.231127092
522	0.2310232947
523	0.230933186
524	0.2308558168
525	0.2308332387
526	0.2308113898
527	0.2307617776
528	0.2306890234
529	0.2306508626
530	0.2306120898
531	0.2305530625
532	0.2305061747
533	0.2303754632
534	0.2302926179
535	0.2302451308
536	0.2302367177
537	0.2301797833
538	0.2300702717
539	0.2300092108
540	0.2299575334
541	0.2298965344
542	0.2298134567
543	0.2296948511
544	0.2296452059
545	0.2295725386
546	0.229509882
547	0.2294498905
548	0.2293434133
549	0.2292627681
550	0.2291949734
551	0.2291106777
552	0.2290565835
553	0.2288687971
554	0.2288265717
555	0.2287316251
556	0.2287278162
557	0.2286525979
558	0.228600843
559	0.2285063467
560	0.2284574063
561	0.228448036
562	0.228411787
563	0.2283390838
564	0.2282135663
565	0.228159888
566	0.2280542271
567	0.2279352035
568	0.2278107627
569	0.2277161451
570	0.2275806739
571	0.2275248403
572	0.2274945973
573	0.2274289275
574	0.2273534634
575	0.2272682501
576	0.2271596024
577	0.2270874519
578	0.2270291071
579	0.2270222634
580	0.2269410845
581	0.2267776909
582	0.2267099833
583	0.2266644896
584	0.2264845449
585	0.2264214344
586	0.2263901089
587	0.2263215082
588	0.2262826395
589	0.2262342013
590	0.2261717841
591	0.2261205429
592	0.2260642141
593	0.2260455677
594	0.2259755597
595	0.2258879836
596	0.2258066821
597	0.2256917261
598	0.2256138213
599	0.2256019761
600	0.2255369472
601	0.2254685828
602	0.2254148626
603	0.2253784203
604	0.2253215851
605	0.2252274472
606	0.2251465352
607	0.2251146844
608	0.225061392
609	0.2249051004
610	0.2248715598
611	0.2248150952
612	0.2247539649
613	0.2246607031
614	0.2246025088
615	0.2245422528
616	0.2244436717
617	0.2243602236
618	0.2242835963
619	0.2241739241
620	0.2241043317
621	0.2240008245
622	0.2239277036
623	0.2238628665
624	0.2237729067
625	0.2237180013
626	0.2236256604
627	0.2235490348
628	0.2235042679
629	0.2233869457
630	0.2232014533
631	0.2231093753
632	0.2230479332
633	0.2229845089
634	0.2229387811
635	0.2228638531
636	0.2228242849
637	0.2227761883
638	0.2227131841
639	0.2226675746
640	0.2226204966
641	0.2225395774
642	0.2224255032
643	0.2223837766
644	0.2223284343
645	0.2222514464
646	0.2221668882
647	0.2220885039
648	0.2220160003
649	0.2219516459
650	0.2218943437
651	0.221845767
652	0.2217619863
653	0.2216819816
654	0.2215438222
655	0.2214742908
656	0.2213955099
657	0.2213849122
658	0.2212389113
659	0.221185517
660	0.2211409204
661	0.2210589791
662	0.2209866435
663	0.2209291006
664	0.2208500157
665	0.2207728939
666	0.2206950282
667	0.2206179815
668	0.2204566371
669	0.2203650401
670	0.2203359892
671	0.2202853295
672	0.2202279718
673	0.220166755
674	0.2200869829
675	0.2200398151
676	0.219949786
677	0.2198883086
678	0.2198278292
679	0.219702498
680	0.2196287151
681	0.2195732866
682	0.2195049363
683	0.219426056
684	0.2193379257
685	0.2192562578
686	0.2192220126
687	0.2191626523
688	0.2191025368
689	0.2189638945
690	0.218893211
691	0.2188380084
692	0.2187739483
693	0.2187049258
694	0.2186376206
695	0.2185317966
696	0.2184563528
697	0.2184233896
698	0.2183522591
699	0.2183017574
700	0.2182302996
701	0.2181655718
702	0.2181221404
703	0.2180575045
704	0.2179985309
705	0.2179420382
706	0.2178835503
707	0.2178119271
708	0.2177575094
709	0.2177102092
710	0.2176430625
711	0.2175982857
712	0.2175131013
713	0.2174712244
714	0.2174336992
715	0.2173813862
716	0.2173425658
717	0.2173037509
718	0.2172331129
719	0.2171795866
720	0.2171166058
721	0.2170757921
722	0.2170146177
723	0.2169162605
724	0.2168207395
725	0.2167761521
726	0.2167001563
727	0.216632073
728	0.2165937892
729	0.2165550087
730	0.2164835764
731	0.2163800294
732	0.2163107529
733	0.2162546546
734	0.2161669424
735	0.2160998621
736	0.2160701123
737	0.2160194755
738	0.2159708775
739	0.2158801321
740	0.2158115044
741	0.2157544858
742	0.2156666401
743	0.2156251346
744	0.2155694452
745	0.2155335751
746	0.2154527319
747	0.2153979584
748	0.2153360944
749	0.2152914117
750	0.2152379099
751	0.2151545307
752	0.2151101208
753	0.2150513725
754	0.2150074833
755	0.2149431557
756	0.2148911098
757	0.2148549102
758	0.2147190678
759	0.2146683732
760	0.214622265
761	0.2145412047
762	0.2144660472
763	0.2144240872
764	0.2143619275
765	0.2143268647
766	0.214282313
767	0.2142504163
768	0.2141788604
769	0.2141507725
770	0.2141048797
771	0.2140262863
772	0.2139773857
773	0.213935012
774	0.213903515
775	0.2138414395
776	0.2137940128
777	0.213753455
778	0.2136944932
779	0.2136196437
780	0.2135468523
781	0.2134917828
782	0.213421384
783	0.2133751525
784	0.2133313913
785	0.2132716535
786	0.2132291371
787	0.213192418
788	0.2131510508
789	0.2131057557
790	0.2130614587
791	0.2130290154
792	0.2129882935
793	0.2129159977
794	0.2128727449
795	0.2128162691
796	0.21277835
797	0.2127142289
798	0.2126773902
799	0.2126378821
800	0.2125784938
801	0.2125375881
802	0.2124691884
803	0.2124272587
804	0.2123872126
805	0.2123205177
806	0.2122812523
807	0.2122431443
808	0.2122098803
809	0.2121735893
810	0.2121380355
811	0.212107782
812	0.2120696931
813	0.2120402918
814	0.211970532
815	0.211918941
816	0.2118816171
817	0.2118445835
818	0.2117894972
819	0.2117243965
820	0.2116857982
821	0.2116322139
822	0.2115970585
823	0.2115418172
824	0.2114822133
825	0.2114408815
826	0.2114128041
827	0.2113817975
828	0.2113447442
829	0.2113134468
830	0.2112611569
831	0.2112424419
832	0.2111991723
833	0.2111576157
834	0.2110944043
835	0.2110634621
836	0.2110297946
837	0.2109970359
838	0.2109614699
839	0.2109309988
840	0.210878721
841	0.2108464076
842	0.210795635
843	0.2107443568
844	0.2107099881
845	0.2106480029
846	0.2106088201
847	0.2105750662
848	0.2105343181
849	0.2104953557
850	0.2104286365
851	0.2103953899
852	0.2103390981
853	0.2102113782
854	0.210146856
855	0.2101147003
856	0.2100822056
857	0.2100221217
858	0.2099865112
859	0.2099537185
860	0.2098993674
861	0.2098617461
862	0.2097971726
863	0.2097490725
864	0.2096860176
865	0.2096546712
866	0.209613138
867	0.2095545458
868	0.2095236702
869	0.2094926332
870	0.2094597151
871	0.2094064483
872	0.209375198
873	0.2093445003
874	0.2092871801
875	0.2092555631
876	0.2092285784
877	0.2091067296
878	0.2090691786
879	0.2090392921
880	0.209011
881	0.208893334
882	0.2088570747
883	0.2088405928
884	0.2088135733
885	0.2087598344
886	0.2087090098
887	0.2086825579
888	0.2086474376
889	0.2086108336
890	0.2085734335
891	0.2085420914
892	0.208512997
893	0.2084829748
894	0.2084468984
895	0.2084113998
896	0.2083832597
897	0.2083543425
898	0.2083165203
899	0.2082793768
900	0.2082541717
901	0.2082045567
902	0.2081899488
903	0.2081479326
904	0.2081129129
905	0.2080845458
906	0.2080550894
907	0.2080293149
908	0.2080040008
909	0.2079714772
910	0.2079437552
911	0.2079135546
912	0.207801201
913	0.2077692328
914	0.2077550543
915	0.2076464693
916	0.20761246
917	0.207565978
918	0.207533653
919	0.207478621
920	0.2074435965
921	0.2074028335
922	0.2073587563
923	0.207327279
924	0.2072679704
925	0.2072338827
926	0.2072060284
927	0.2071924035
928	0.2070879891
929	0.2070428839
930	0.2069419439
931	0.2069149843
932	0.2068723049
933	0.2068432176
934	0.2068160861
935	0.2067828703
936	0.2067566347
937	0.2067298226
938	0.2066860113
939	0.2066536093
940	0.2066262254
941	0.2065984716
942	0.2065725255
943	0.2065428291
944	0.2064748315
945	0.2064417407
946	0.2064095255
947	0.2063964654
948	0.2063716685
949	0.2063285215
950	0.2063159687
951	0.206253078
952	0.2061554089
953	0.206061063
954	0.2060185225
955	0.2059612061
956	0.205869917
957	0.205845061
958	0.2058040125
959	0.2057895315
960	0.2057482961
961	0.2057247164
962	0.2056653793
963	0.2056250384
964	0.2056000979
965	0.2055604391
966	0.2055183488
967	0.2054870132
968	0.2054257664
969	0.2054018939
970	0.2053610222
971	0.2053488988
972	0.2053221357
973	0.2052689452
974	0.2051807662
975	0.2051556868
976	0.2051298191
977	0.205044006
978	0.205021215
979	0.2049987445
980	0.2049584644
981	0.2049364914
982	0.2049151158
983	0.2048879424
984	0.2048636679
985	0.2048240174
986	0.2047725325
987	0.2047473703
988	0.2047208907
989	0.2046913276
990	0.2046669028
991	0.2046375555
992	0.2045990735
993	0.204514921
994	0.2044906712
995	0.2044522316
996	0.2044410908
997	0.2044174219
998	0.2043915814
999	0.2043134458
